article_id,title,module,version,source_url,relative_path,language,last_updated,tags,breadcrumb,depth,is_section,doc_cid,content_sha256
NETSIS-0001,Logo Netsis 3 Enterprise Bilgi Deposu,Genel,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTY2OTZiYjgyLWNjMDEtNDNhOC1iN2U0LTMwOWJjMzAzZWQ2MiZsaW5rPTU5NmE5MDY1LTJlMzMtNDExNy1iNDIwLTA1ZjIzYzJlOGRkNSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/index.md,tr,2021-08-23,,,0,true,6696bb82-cc01-43a8-b7e4-309bc303ed62,31ff1a653db138646773405529bf90bff39df823105643f3668d9d29ff697e65
NETSIS-0002,Kullanıcı Dokümanları,Kullanıcı Dokümanları,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWI5ZDliOWIyLWNiNGItNDRjMi1iMGMxLWJmYTczNTNhZjM2MSZsaW5rPWFlY2U0ZTY1LWYyNDAtNGMxZi04ZjU2LTdiOWY3YTlhMDllYiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/index.md,tr,2019-03-08,,Kullanıcı Dokümanları,1,true,b9d9b9b2-cb4b-44c2-b0c1-bfa7353af361,8964003d062fbbfe8d37747e3840c5e664b64078bdd29126d86de95ef2bf7cb5
NETSIS-0003,Giriş,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWQzMWYwMWQ3LWYwYjMtNGZhNi1iMDc1LTJlMzQ1NjFiODY1NiZsaW5rPWU5ZjE0YjE1LTk0ZTMtNDk1ZS1hZTBhLWM1N2M1OWI4YTUwZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/index.md,tr,2019-11-26,Kullanıcı Dokümanları,Kullanıcı Dokümanları / Giriş,2,true,d31f01d7-f0b3-4fa6-b075-2e34561b8656,e2c5e51677a26f6320a244464745378292af15b920ab4f7e0256a7b0793d01ec
NETSIS-0004,Ana Menü,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWZkZGJkZTQ1LWRkYTctNDI5My1hODhlLTdhYTVlNTRiNTQ4MyZsaW5rPWI5ZWY0NTRjLTMxYTgtNGRkNS04MzAwLTViYjQzMjMzZTI1MCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/index.md,tr,2019-11-26,Kullanıcı Dokümanları;Giriş,Kullanıcı Dokümanları / Giriş / Ana Menü,3,true,fddbde45-dda7-4293-a88e-7aa5e54b5483,553fa3619fb31124b92bf75246cf9a9a7c17a8d6d681540e392008a126cdc6f0
NETSIS-0005,Logo Netsis 3,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWMzNzRkNDY2LTI3MmQtNGRkYS1iYjE1LTIxOTEwZGY3ZmE2OSZsaW5rPTJkNTVkMTA0LTlmZjAtNDYyMC1hYTQ1LTVmMDA0Y2M1ZjMxZCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Logo Netsis 3.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Logo Netsis 3,4,false,c374d466-272d-4dda-bb15-21910df7fa69,76bde5d256d91b632f110aeb5f1a119da4343ac995c6730c0a2e329f490dc3c7
NETSIS-0006,Kayıt Ekranları Kullanımı,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWU0ZTM2NzdlLTZlYTQtNDcxOC04ZWMwLWZhYzNmODM1NWI4NyZsaW5rPTg4ZTRiNTQ1LTBlOGMtNDQ1YS1iZTY0LWNiNWEzZTc4NTBhOSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/index.md,tr,2019-11-26,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı,4,true,e4e3677e-6ea4-4718-8ec0-fac3f8355b87,a73d58b307649cc28931f5cc8d251650a67e36585789ca58017ec75f97e1f121
NETSIS-0007,Araç Çubuğu Butonları,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTc0ZTJjMDhjLWQ1ODAtNGIyNC04ZmYwLTY0YmI0NmVmNDEwZSZsaW5rPTM3YTliMmZiLWNkMmUtNDI4Mi04NmVlLTZmYTZiMmQ1Zjc3ZSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/Araç Çubuğu Butonları.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü;Kayıt Ekranları Kullanımı,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı / Araç Çubuğu Butonları,5,false,74e2c08c-d580-4b24-8ff0-64bb46ef410e,d40bd55826dda25c97235e8d6fbc064d7394033c7498dd3a374a081912cf00f6
NETSIS-0008,Grid,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTgwMjFjZDYzLWQxYmEtNDYxMy1iYzUwLWVhZDc1NzZmOTU5ZSZsaW5rPTQ1NTIyYWRlLTBmOGMtNGQ1MS1iZjc0LWNlZWU3ZTVhMDY2MiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/Grid/index.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü;Kayıt Ekranları Kullanımı,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı / Grid,5,true,8021cd63-d1ba-4613-bc50-ead7576f959e,d78d55ed949e4820b1c427d7e2635fc679c33e04a0a11d762e251fca40b0bf0d
NETSIS-0009,Bilgi Gönderimi,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTY1OTc1NWU1LWRmMmItNGQxMi1hNGJiLTExNzRkNTc4ZWVlYiZsaW5rPWNlN2FkZGQ5LWZlZDItNGE5OS1iNDZjLTllMmE5MGE3NWMzNiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/Grid/Bilgi Gönderimi.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü;Kayıt Ekranları Kullanımı;Grid,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı / Grid / Bilgi Gönderimi,6,false,659755e5-df2b-4d12-a4bb-1174d578eeeb,e5c120f5d8b50575863d501d113d0d393406cd96cd19f901e14670171f0b4745
NETSIS-0010,Resim ve Dosya Ekleme,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWY3MjYxNGQ4LTJjNGQtNDIxMC1hNmM1LWM1MTNmMDdhNGZjZCZsaW5rPTY1YWI1MWQ5LTM1YjgtNDFmZC05ZWI2LTMzYmY5Mjg0MDA2NiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/Grid/Resim ve Dosya Ekleme.md,tr,2022-11-24,Kullanıcı Dokümanları;Giriş;Ana Menü;Kayıt Ekranları Kullanımı;Grid,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı / Grid / Resim ve Dosya Ekleme,6,false,f72614d8-2c4d-4210-a6c5-c513f07a4fcd,91bf1c013326ad7a70cbbbc9f975a5e2bd5ff607f0981bec0b2cf6a1168d2216
NETSIS-0011,Sağ Tuş,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPThjODQ1MzEzLTM0NzEtNDRlZS1hY2Q2LTAzZTA1MjI3YWIzMSZsaW5rPTM1NDk3YzBlLTEzZmUtNDdmYi1hNjljLTc3NGE4M2VhZWQ0MiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/Grid/Sağ Tuş.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü;Kayıt Ekranları Kullanımı;Grid,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı / Grid / Sağ Tuş,6,false,8c845313-3471-44ee-acd6-03e05227ab31,33c0e65646e52f675d1f85ebf6044e838190e49e41731b705191f4f25dbe632b
NETSIS-0012,Gridden Arama,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTk1NTI0ZTQyLTk2NWYtNDA5MS04OGNlLWE3MmM4MmRhYTYzMiZsaW5rPTFkMzk0MGFjLTJkYTctNGEwMC05NzU3LWI0YTllMWFiN2Q0MyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/Grid/Gridden Arama.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü;Kayıt Ekranları Kullanımı;Grid,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı / Grid / Gridden Arama,6,false,95524e42-965f-4091-88ce-a72c82daa632,0b55b0f8b84bea2f1e4c7304e52888cd7ac8f3de0bd566858ace1208e6f778cd
NETSIS-0013,Pencerenin Düzenlenmesi,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTU1MzcwMzNiLTliYTEtNDUzNi1hMThjLWU4YTI0ZmRkMDI2NiZsaW5rPWQ2NTYyMzMyLTg0YmEtNDI1Ny05ZTIwLTZkYjY4NTQyZWJiZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Kayıt Ekranları Kullanımı/Grid/Pencerenin Düzenlenmesi.md,tr,2020-02-25,Kullanıcı Dokümanları;Giriş;Ana Menü;Kayıt Ekranları Kullanımı;Grid,Kullanıcı Dokümanları / Giriş / Ana Menü / Kayıt Ekranları Kullanımı / Grid / Pencerenin Düzenlenmesi,6,false,5537033b-9ba1-4536-a18c-e8a24fdd0266,493ee6f1b85c6e596a525e81b8b4633b14d6d7238e51b172b571b258b9d5bd56
NETSIS-0014,Genel/Ana Menü,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWU5ODM1MGMxLThjNjYtNGFkOC04OWVhLWZhMjYwNzQ4NjVkNCZsaW5rPWUwMTEwZTFhLTU0N2QtNDE2MC1hMzkxLWMzMzAwYjI0Y2JkNCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Genel-Ana Menü.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Genel/Ana Menü,4,false,e98350c1-8c66-4ad8-89ea-fa26074865d4,c0730162ece7537ba01ceda43d54359f0b36c1bde18abc11d543bc3b22f83c8f
NETSIS-0015,Düzen,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTc0OTZmMGZkLTM2MGUtNDA5MS04OTQ0LTIzNTQ0ZDc2ZDkyOCZsaW5rPWRhMzUyYmFiLTM2NzUtNGJiOC05ZjY1LTZlODViNTRiYTU4NCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Düzen.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Düzen,4,false,7496f0fd-360e-4091-8944-23544d76d928,b9da0a64cdc9656004852fdd8a11227d7e4aab9766ba4e51c06c5ecda710d684
NETSIS-0016,Ekstra,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTFhNDUxNGExLWYxNzctNDhiZi04YzVlLTAyMTMyM2JkZWRkMSZsaW5rPTgzZDdhNGI4LWFlZjUtNDk1MC05MTk4LTQyYmM3MzI2MDg1ZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Ekstra.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Ekstra,4,false,1a4514a1-f177-48bf-8c5e-021323bdedd1,8c7b659125ae8c71693367bb73bb838e08cda0b87c11a027f65b8e79cbab1935
NETSIS-0017,Diğer,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTcwOTk4ZmZjLWU5YjQtNDY1Ny1hZGI1LWM1M2U1NGM3ZjNlOCZsaW5rPWNlOWZmNjFmLWUyYTUtNGY5Yy05YzU1LTAxMWY1MWYwNzZlNSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Diğer.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Diğer,4,false,70998ffc-e9b4-4657-adb5-c53e54c7f3e8,35f2926d111ef9d73b6c004f102b7a7b4aacc50fe349159a87d4b412d858c9d0
NETSIS-0018,Çalışma Alanı,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTY1MWIyMTg0LWQ5M2ItNDM1Zi1iODE2LTk3NjUwNTRkZTU3ZCZsaW5rPTY2MzM4YmVlLTQzNjAtNDkwOS1iYmM0LWE3MjI5Nzk0MDQ0ZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Çalışma Alanı/index.md,tr,2020-02-25,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Çalışma Alanı,4,true,651b2184-d93b-435f-b816-9765054de57d,5708c785a65afe8d266d09eab2b804fa46698dcab460586de67fd29e3e72ab14
NETSIS-0019,Eklentiler,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWMyYjhjYzNjLWY5OGEtNGNmYy1iMTdjLTYzNGE1MDEzMzViYiZsaW5rPWZkM2UzMjMwLTc1NGMtNDk3MC1iNTAyLTA4MTg5NmM1N2YxOCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Çalışma Alanı/Eklentiler/index.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü;Çalışma Alanı,Kullanıcı Dokümanları / Giriş / Ana Menü / Çalışma Alanı / Eklentiler,5,true,c2b8cc3c-f98a-4cfc-b17c-634a501335bb,35a684ce1aeb67db5776eb825d5daf099e804806d0a27171827a5260eeda02d7
NETSIS-0020,Zamanlanmış Görevler,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTk4YmIxMmVlLTBlYjAtNGU5Zi05ZDM0LTkzYzRiMGVkNGIzYSZsaW5rPTRlMjhhOTk3LTBmMmEtNDlkNS04YTY4LWZiNWU5ZWNjM2FjZCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Çalışma Alanı/Eklentiler/Zamanlanmış Görevler.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş;Ana Menü;Çalışma Alanı;Eklentiler,Kullanıcı Dokümanları / Giriş / Ana Menü / Çalışma Alanı / Eklentiler / Zamanlanmış Görevler,6,false,98bb12ee-0eb0-4e9f-9d34-93c4b0ed4b3a,aebd026f522ca494e1bd6c50d4fccac49736017afc9a82a4bb6a544cc5915d18
NETSIS-0021,Modüller,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTViZmNjOGI2LThlNWUtNGFiYS1hYTQyLWI5YmY2OTBhNTY0YyZsaW5rPTgwZmVkNDcxLWM4ZTEtNGY2YS1iNDdhLTU3MjdmZWM3OTAzZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Ana Menü/Modüller.md,tr,2022-11-24,Kullanıcı Dokümanları;Giriş;Ana Menü,Kullanıcı Dokümanları / Giriş / Ana Menü / Modüller,4,false,5bfcc8b6-8e5e-4aba-aa42-b9bf690a564c,ebed291250f0a8abf9f6d3be26b396758c0798c4df3b9557bb46967f220ff8e9
NETSIS-0022,Rapor Seçenekleri ve Rapor Araç Çubuğu,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTU0YWI5ZjcxLTZhYjEtNGVkNi1hZjI1LTYzMjIxMTgzOTIzNCZsaW5rPTg0NDA0NTc5LTViMTktNDA0Ny1hYzQ0LWE3ZjQ1NGY1NzQ2NCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Rapor Seçenekleri ve Rapor Araç Çubuğu.md,tr,2022-11-24,Kullanıcı Dokümanları;Giriş,Kullanıcı Dokümanları / Giriş / Rapor Seçenekleri ve Rapor Araç Çubuğu,3,false,54ab9f71-6ab1-4ed6-af25-632211839234,4de26cc2873e35986b8be6bb564dffbd602fe15c801fd92b042724f0a2f82143
NETSIS-0023,e-İmza,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWU5ZTM1MmEyLTY0MjUtNDg2NS1iMWExLTgxMTQ5Yjc3ZmZjNCZsaW5rPTkzZjUzYjVjLTNkY2QtNDAwYi1iMDBmLTllODFkMTZlMDEzNSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/e-İmza.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş,Kullanıcı Dokümanları / Giriş / e-İmza,3,false,e9e352a2-6425-4865-b1a1-81149b77ffc4,51fb01e20d6cfb6a895170ed7369a8d4ccda54032d5fdd4dfca9a888eeceb43d
NETSIS-0024,Dinamik Kodlama,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTk3ZTU2OGUzLWIyN2MtNDFmMy05MDNhLTIwZjk2MWEyYTMwYiZsaW5rPTI1YTk1ZDhhLWQzNDItNDRjZS05ZjUxLTQ0YmQ4ZjE3MjgwOCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Dinamik Kodlama.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş,Kullanıcı Dokümanları / Giriş / Dinamik Kodlama,3,false,97e568e3-b27c-41f3-903a-20f961a2a30b,19df922dbfb770ef7c4116fc212d98478376478c05769b451348a272db72f862
NETSIS-0025,Rapordan Grafik Hazırlama,Giriş,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTc5OGVhY2FkLWZjMjEtNDBhMS05Njc4LTYyYmMxMTU2ZTI2ZCZsaW5rPWE5ZTFhMjkzLWNkM2UtNGQ4OC1hNTY4LWI3OTk4ZTkxY2YzMSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Giriş/Rapordan Grafik Hazırlama.md,tr,2022-10-21,Kullanıcı Dokümanları;Giriş,Kullanıcı Dokümanları / Giriş / Rapordan Grafik Hazırlama,3,false,798eacad-fc21-40a1-9678-62bc1156e26d,71cd525b666c57df214f7dc0fe55183741b36f43bab05459462b31fafb60a835
NETSIS-0026,Lojistik - Satış,Lojistik - Satış,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTc4YjMxOGE5LTU1MGUtNGYxMC1iY2NkLTRiYzcxMDU5Mzg5NSZsaW5rPWQwNGQwZDA5LWI2ZDUtNDk1Ni04ZDViLTUyNWM1YjY1MmI1MiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Lojistik - Satış/index.md,tr,2020-04-29,Kullanıcı Dokümanları,Kullanıcı Dokümanları / Lojistik - Satış,2,true,78b318a9-550e-4f10-bccd-4bc710593895,0d8efc3500b92adaee30131ff2cc6f3d5c2277c8be2aea8c3030979b5bfee07d
NETSIS-0027,Fatura,Lojistik - Satış,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTUzM2I3MzYxLWE0YmYtNDM2Zi1iYmY0LWIyZGMwYjk3MzJjNSZsaW5rPTM2NTdkNGIwLWY3YWYtNDM2NC1hM2IxLTdlNDMxNWFmNmYyZCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Lojistik - Satış/Fatura/index.md,tr,2022-11-03,Kullanıcı Dokümanları;Lojistik - Satış,Kullanıcı Dokümanları / Lojistik - Satış / Fatura,3,true,533b7361-a4bf-436f-bbf4-b2dc0b9732c5,73dfc0a634e63df5b8de19333382c5663bdc1db2335b6ee0e3e3978ee624482e
NETSIS-0028,Kayıt / Fatura,Lojistik - Satış,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTM5OWRiYTJmLTVhNWYtNDdhNi05NjA1LWVjZWU2ODA1NmUzMiZsaW5rPWZkNGU5N2IwLWFjMDMtNGZkZi04M2FjLTljZDEyZTgxZjdhMSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Lojistik - Satış/Fatura/Kayıt - Fatura/index.md,tr,2018-03-09,Kullanıcı Dokümanları;Lojistik - Satış;Fatura,Kullanıcı Dokümanları / Lojistik - Satış / Fatura / Kayıt / Fatura,4,true,399dba2f-5a5f-47a6-9605-ecee68056e32,ea6bceb185138faa1da624f352f30a06aa6c86bf6a5b246ab3c7a424e4056ff2
NETSIS-0029,Satış Faturası,Lojistik - Satış,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTk5ODk5NjAxLTUwOTgtNDM2NS05YTY2LTJhNGM2NmNhMGVjMiZsaW5rPWI5ZjM1N2U0LTJkNjYtNDJiZS04ODZmLWY5NGNlMmIyYzgwZCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Lojistik - Satış/Fatura/Kayıt - Fatura/Satış Faturası/index.md,tr,2022-11-03,Kullanıcı Dokümanları;Lojistik - Satış;Fatura;Kayıt / Fatura,Kullanıcı Dokümanları / Lojistik - Satış / Fatura / Kayıt / Fatura / Satış Faturası,5,true,99899601-5098-4365-9a66-2a4c66ca0ec2,6e9d3b16312e2d772d70cf6c48a32cebb2d532bc944f3a43086c4490c0b78a08
