article_id,title,module,version,source_url,relative_path,language,last_updated,tags,breadcrumb,depth,is_section,doc_cid,content_sha256
NETSIS-0660,Satıcıdan Gelen Protestolu Senet Dekontu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTY5MGQzODk2LTBkNjUtNDYxMS1iMmVhLWEzN2Y2YzlmYmFmYSZsaW5rPTVlODBjODAxLTc4N2QtNDhiZi1iYTA5LTBjNThhMjc2NDgxNyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Satıcıdan Gelen Protestolu Senet Dekontu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Satıcıdan Gelen Protestolu Senet Dekontu,5,false,690d3896-0d65-4611-b2ea-a37f6c9fbafa,f212f3f1c8c9c94642331ee5e453d1256feacb76b91c27e48254e44909d9e876
NETSIS-0661,Satıcıdan Gelen Karşılıksız Çek Dekontu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTc5NWFhNGU0LWRhNDEtNGU1OS04OWQzLTUzYThmOGZjODNlZSZsaW5rPTM5YTg1MTAyLWU5YjUtNGVkYi04Y2FhLWY5MDdmYzk4YTVmZSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Satıcıdan Gelen Karşılıksız Çek Dekontu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Satıcıdan Gelen Karşılıksız Çek Dekontu,5,false,795aa4e4-da41-4e59-89d3-53a8f8fc83ee,ad0e620279d21ab1e2147989b4f5ce53abaabc5469767dac621e3fe84b5e76a6
NETSIS-0662,Bankadan Gelen Protestolu Senet Dekontu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTA4MmNjMmRhLWJlMzgtNDgyZC04MWFjLTk5NjI3NTY3NzBjZSZsaW5rPWMyYzdjMjhmLTU1MTctNGYyYi1hZThlLTViMGY1MDVmZDQxYSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Bankadan Gelen Protestolu Senet Dekontu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Bankadan Gelen Protestolu Senet Dekontu,5,false,082cc2da-be38-482d-81ac-9962756770ce,c7b1dbfdfe26298b03eabef7693b5cad7e7cc9dd6a96db11804bc69d274f7b74
NETSIS-0663,Bankadan Gelen Karşılıksız Çek Dekontu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPThjM2Q2OWYzLTA3NTUtNDlmYy04ZDA0LWJkNzNjNzFlZDEwMiZsaW5rPTY0YWJkZWQ5LTBkZTUtNDE1NC1hMGYwLTFjOTNlZWJkZmE2MiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Bankadan Gelen Karşılıksız Çek Dekontu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Bankadan Gelen Karşılıksız Çek Dekontu,5,false,8c3d69f3-0755-49fc-8d04-bd73c71ed102,c4c8e02a3321c2b7ba3f330c79acf9ff0d8fd858340ef9f32e6af8f01c35dfc6
NETSIS-0664,Senet/Çek Düzeltme Dekontu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTIwZGU3ZDc3LWQ4M2QtNDVhYS05ZDU3LWY5ODdkNTA0OWI3MSZsaW5rPTgzODhjMWU1LTdiMWEtNGE1OC05MWVmLTkyOTBlM2JmOTJkZCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Senet-Çek Düzeltme Dekontu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Senet/Çek Düzeltme Dekontu,5,false,20de7d77-d83d-45aa-9d57-f987d5049b71,62b3fbc43edaa0067896dd63df3985b4cfc36e2a2109a7350f38bdf033025d9b
NETSIS-0665,Borç Senedi/Çeki Ödentisi,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTdkMDJlZWY0LWExYjMtNDE4Ny04MzBiLWI2Y2QwNjE0N2Q5NCZsaW5rPTQzZDhjNDg4LWFlN2UtNDc4Mi04ZDg0LWJhOWI3Y2M1NzVmOSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Borç Senedi-Çeki Ödentisi.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Borç Senedi/Çeki Ödentisi,5,false,7d02eef4-a1b3-4187-830b-b6cd06147d94,ffbe5df7fdc135c8bd3338245a06b49d115d7d43465e84bf9f5c3531acac8864
NETSIS-0666,Toplu Borç Çeki Ödentisi,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTlmNWI0MmU0LTkzNjMtNDBjZC04NWY2LTJkYzNlNjM5NzNiNyZsaW5rPTMxNDhkMzVkLTllOTItNDI0Yi05N2NjLTQ5ODc5ZWVmNzAxZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Toplu Borç Çeki Ödentisi.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Toplu Borç Çeki Ödentisi,5,false,9f5b42e4-9363-40cd-85f6-2dc3e63973b7,4e812b38da7be80d79e395e64af5635809fac7a5f7a6de7f5fae946bf30f3fe5
NETSIS-0667,Toplu Borç Senedi Ödentisi,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTI5NDQ2NDk1LTk3MGYtNGEzZi1iNjE5LWVlNzJiMzllMzIzZiZsaW5rPTY2YmEwOGZjLTM1MzgtNGY4MC04Yjc2LWI3OTM2OWMxMzdkOCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Toplu Borç Senedi Ödentisi.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Toplu Borç Senedi Ödentisi,5,false,29446495-970f-4a3f-b619-ee72b39e323f,8e8c08462997e1b7f53e5d494ddb369a50e6ecc1be1e5d3bbfcd3bb494592308
NETSIS-0668,Senet/Çek İade Dekontu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTBhMDU3NzA4LTYyNjEtNDYyMS1iNjk5LWJmMjM4YTk3MDE2ZSZsaW5rPWFiMDc0MWEyLWU3NDEtNDQ3MS05NjcwLWZjOTM5ZGU2ZGIyMCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Senet-Çek İade Dekontu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Senet/Çek İade Dekontu,5,false,0a057708-6261-4621-b699-bf238a97016e,50ad8393df858c0833db73059a3fabddc99ae007ab39df27e2899bb5642b6523
NETSIS-0669,Portföydeki Senet/Çek Karşılıksız İşlemi,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTFjZTk4ZWI3LTQzMjgtNDYwZi1iYmQ5LTAxYzA2YjdhYWQ1NSZsaW5rPTExNGU2YWQwLTlhOTQtNGRmMC04MTllLTViMTdjODQzMjI3NyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Portföydeki Senet-Çek Karşılıksız İşlemi.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Portföydeki Senet/Çek Karşılıksız İşlemi,5,false,1ce98eb7-4328-460f-bbd9-01c06b7aad55,42896b5335469584ee6c041b4f5d47f150b949d86bbd5dcbc8b47b918cdf3409
NETSIS-0670,İthalat/İhracat İşlemleri,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWEzMmU2YTRkLTgwMDgtNDk4ZC05ZTBkLTExNThmZDE2NDRjOCZsaW5rPTI4ZTM3NDEwLWY3NzUtNDg0NS1hZWI2LWExMDMyMjViMWFiZSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/index.md,tr,2022-03-31,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri,5,true,a32e6a4d-8008-498d-9e0d-1158fd1644c8,843dd546d36f24c49e2a5b19d02c4d818eae15a5280c35994a638c71f71752e8
NETSIS-0671,İthalat Kapatma,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWY2NDJiYzc3LWM3Y2ItNDM0OS05MGRiLTE0ZjRlZjkxZjYzNSZsaW5rPWU3ODBlMmRiLWZjOTQtNDYyNS1iYjE1LWY1M2ZiNzNlMmUxNyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İthalat Kapatma.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İthalat Kapatma,6,false,f642bc77-c7cb-4349-90db-14f4ef91f635,9da695f3b41e3a454ebabcf5ae7c781fde208210d8f530cd39eecd26afbe46fb
NETSIS-0672,İthalat İptali,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWVkOTk0MmRmLTYwMDEtNGNhZi1hM2IyLTRiYzhlYmZiZGE4YiZsaW5rPTdhNmMyOWQxLTIzNGItNGY4My1hZjMxLTI1ZDQ3NDMxYzYxYiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İthalat İptali.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İthalat İptali,6,false,ed9942df-6001-4caf-a3b2-4bc8ebfbda8b,99238fcb03c1af9308dc8c1637281bbcf88d39b83162dfcff6cc267974edc7ce
NETSIS-0673,İthalat Raporu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTdlMTRiNWVmLTdlNzMtNGIyZi1hYTFjLWM2NGZkYzQ1YjY0ZSZsaW5rPWY5M2RiMGZiLWJkYTAtNDc4MS05NWU4LTI3MTkyYzJhMWE0YSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İthalat Raporu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İthalat Raporu,6,false,7e14b5ef-7e73-4b2f-aa1c-c64fdc45b64e,11abd2bb61d33e33d97032ff25fdb932925da1fb69e575617fdc20b976a3bebd
NETSIS-0674,İthalat Masraf Hesapları Tanımlama,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWEzYzFjYzgzLWZmZGMtNDc0My1hMTg3LTY5NDZkZjk1MGVjZiZsaW5rPWY2NzJkYzRmLTI2MGQtNGUxMC04NjU3LTRiODI0NmUzMzgzYSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İthalat Masraf Hesapları Tanımlama.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İthalat Masraf Hesapları Tanımlama,6,false,a3c1cc83-ffdc-4743-a187-6946df950ecf,a845be547eb198f5765fbccabdcc86213c2e756d9f69d3506c7adc60ac85859e
NETSIS-0675,İhracat İptali,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTBhYmNkYmI0LWMwMzktNDc4MS1iZWYyLTNmMDczNzlmMDQ3YSZsaW5rPWI3MDNhYTk2LTUxZjEtNGQ3NS05MWQ1LWYxOTBiNDcxZjIzNSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İhracat İptali.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İhracat İptali,6,false,0abcdbb4-c039-4781-bef2-3f07379f047a,8022cd05b0df368a87a5ac6c9a596db0060a42ea39a1a8e51cc780c422f1884b
NETSIS-0676,İhracat Raporu,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWI5YTI4N2ZkLWY1ZDgtNGM2Ny1hZWU1LTE5YTQzOGI4NzZlMyZsaW5rPTRiZjU3ZTA3LTdjYzQtNDcxYS05MGVjLThhZWY2MGUxZjMwMyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İhracat Raporu.md,tr,2022-11-30,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İhracat Raporu,6,false,b9a287fd-f5d8-4c67-aee5-19a438b876e3,73a7f4d2280a466a97866e1b0cda27634c91e29d98fee63f25926ef92d9629f4
NETSIS-0677,İthalat/İhracat Referans No Atama,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWEzZWYyODA2LTUwNTItNDU3NC05YzQ0LTkyYjI0NjY3OWY1NCZsaW5rPTg2ZjFmMDc1LTYxYjYtNDRkYi1hMWM5LTZlNGY0MmI3ODU3MyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İthalat-İhracat Referans No Atama.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İthalat/İhracat Referans No Atama,6,false,a3ef2806-5052-4574-9c44-92b246679f54,7867901290faf3d8a582e36cfc29646a63c8870837a49045414474f41722b67f
NETSIS-0678,İhracat İrsaliye Birleştirme,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTk1MzVlMTA3LTlhNWQtNDQwZS1hZmEzLTgyNTA2NDI0ODFlYyZsaW5rPTc1YjJmYmE3LWY5NTMtNDRkOC04Zjk2LTBmYjEwNmFjN2VkNSZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İhracat İrsaliye Birleştirme.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İhracat İrsaliye Birleştirme,6,false,9535e107-9a5d-440e-afa3-8250642481ec,66fb5f2f899b4d7506668e7aadbb3234d3e816a89ce639b1e78c956535f68bc1
NETSIS-0679,İhracat Kapatma,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTg1OTU0YzExLTBmMjYtNDQzMS05YTQyLTk3MTAyNjY2YjY4ZCZsaW5rPTQ2MmRmMGJkLTc2MmEtNGNkMi1hOWI1LWE1YTVmOGYyNzAxNyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İhracat Kapatma.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İhracat Kapatma,6,false,85954c11-0f26-4431-9a42-97102666b68d,a18fee8e95afbe2fbecf1a5b5166c89df1c886b3f26cc0c5677f48ef5b336f85
NETSIS-0680,İhraç Kayıtlı Fatura Listesi Birim Eşleştir,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWVkYThiMTZjLTNkNTMtNGU4OS04MTM2LTI3NDY5MWU2MTRlMSZsaW5rPWY5YWRjZjY2LTRjZjEtNDlhZS04YWYyLTRjMWQ1ZmNiMGYzZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/İthalat-İhracat İşlemleri/İhraç Kayıtlı Fatura Listesi Birim Eşleştir.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont;İthalat/İhracat İşlemleri,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / İthalat/İhracat İşlemleri / İhraç Kayıtlı Fatura Listesi Birim Eşleştir,6,false,eda8b16c-3d53-4e89-8136-274691e614e1,fe8fdb7401374e8684785eb987b8affefef38a464ace5fe76e0539cff56867e4
NETSIS-0681,Genel Gider Cari Hesap Fatura Kaydı,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTFlNjkxZjNjLTUyYTEtNDA4MC1hMzA2LWU2YjJhNGE4NzM4MiZsaW5rPTgyNjVhNmY5LWM4YzYtNDU0NC04YWM3LTE0ZDI3MTIyNGQ4NyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Genel Gider Cari Hesap Fatura Kaydı.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Genel Gider Cari Hesap Fatura Kaydı,5,false,1e691f3c-52a1-4080-a306-e6b2a4a87382,fdd96c087cf846a333bddc26c123714f1b47700be10e1d822f7ec49921fe5d4b
NETSIS-0682,Serbest Meslek Makbuz Kaydı,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWNhYjYyYzVhLWY2NWUtNGVjNi1hNTkwLTMzNGI3NDM3OWNkNyZsaW5rPWE1MGRmN2FlLWQxYWEtNDA0My05MDA4LWEzOWVkNzlmNGMzNyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Serbest Meslek Makbuz Kaydı.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Serbest Meslek Makbuz Kaydı,5,false,cab62c5a-f65e-4ec6-a590-334b74379cd7,c2eb0bb8c241e1e63ff5f172db16923f90fb7a1a8535b160bf67353240f64581
NETSIS-0683,Dekont Parametreleri,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPWQ2OWY0MTY0LTIxMmEtNDU5Ni04NzE1LTc0OTAzYzIzZDE2MyZsaW5rPTc0YzBjNTI2LWE4N2ItNDhkYi04YjNiLTRmNWQ3ODk0Yjk3MCZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/Kayıt - Dekont/Dekont Parametreleri.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;Kayıt / Dekont,Kullanıcı Dokümanları / Finans / Dekont / Kayıt / Dekont / Dekont Parametreleri,5,false,d69f4164-212a-4596-8715-74903c23d163,48fe651037444e574eb0713c3c8ad13f0957153fb56d13d61dc1799536e7f4cc
NETSIS-0684,İşlemler / Dekont,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTVjYjFiZmIyLTcxNTktNDZhMi1hYWNiLWRhMDMwNTg4OWNkMCZsaW5rPTM5ZWVhMDNkLWE5ODItNDk4Zi1hY2E1LTBkMmYxMjJlMWFhZiZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/İşlemler - Dekont/index.md,tr,2018-02-19,Kullanıcı Dokümanları;Finans;Dekont,Kullanıcı Dokümanları / Finans / Dekont / İşlemler / Dekont,4,true,5cb1bfb2-7159-46a2-aacb-da0305889cd0,e816a62f7eb95f52eec84273d528fdd6de977f1280d349a6b49f167de0432167
NETSIS-0685,Seri Kodu Tanımlama,Finans,3 Enterprise,https://polaris.logo.cloud/docs/netsis-3-enterprise/detail/ZXh0ZXJuYWw_Y2lkPTgwMjk1NzgwLTVmMTAtNDI1OC1iZDNkLTg4MzhlY2JmMTgzMCZsaW5rPTM2NmI0ZTNkLTM1ODctNDY1Ni1iMzE1LWFlMmY4ZGIyOTc3NyZ0ZW5hbnRJZD1jZGQ4N2UxMy0zMDA5LTRkZDEtYTViOC0yYTAwNWMwZTU4ZGEmaGlkZU5hbWU9VHJ1ZQ,markdown/Kullanıcı Dokümanları/Finans/Dekont/İşlemler - Dekont/Seri Kodu Tanımlama.md,tr,2022-12-01,Kullanıcı Dokümanları;Finans;Dekont;İşlemler / Dekont,Kullanıcı Dokümanları / Finans / Dekont / İşlemler / Dekont / Seri Kodu Tanımlama,5,false,80295780-5f10-4258-bd3d-8838ecbf1830,545d281565277cf16451b6fcc2c431d6da05158a19217c1c1369ee0f09f0b93a
